i,x,y,r,c
EcalRightInnRegion,-548.55,589.183,46,6
EcalRightInnRegion,-507.917,589.183,46,7
EcalRightInnRegion,-467.283,589.183,46,8
EcalRightInnRegion,-426.65,589.183,46,9
EcalRightInnRegion,-386.017,589.183,46,10
EcalRightInnRegion,-345.383,589.183,46,11
EcalRightInnRegion,-304.75,589.183,46,12
EcalRightInnRegion,-264.117,589.183,46,13
EcalRightInnRegion,-223.483,589.183,46,14
EcalRightInnRegion,-182.85,589.183,46,15
EcalRightInnRegion,-142.217,589.183,46,16
EcalRightInnRegion,-101.583,589.183,46,17
EcalRightInnRegion,-60.95,589.183,46,18
EcalRightInnRegion,-20.3167,589.183,46,19
EcalRightInnRegion,20.3167,589.183,46,20
EcalRightInnRegion,60.95,589.183,46,21
EcalRightInnRegion,101.583,589.183,46,22
EcalRightInnRegion,142.217,589.183,46,23
EcalRightInnRegion,182.85,589.183,46,24
EcalRightInnRegion,223.483,589.183,46,25
EcalRightInnRegion,264.117,589.183,46,26
EcalRightInnRegion,304.75,589.183,46,27
EcalRightInnRegion,345.383,589.183,46,28
EcalRightInnRegion,386.017,589.183,46,29
EcalRightInnRegion,426.65,589.183,46,30
EcalRightInnRegion,467.283,589.183,46,31
EcalRightInnRegion,507.917,589.183,46,32
EcalRightInnRegion,548.55,589.183,46,33
EcalRightInnRegion,589.183,589.183,46,34
EcalRightInnRegion,629.817,589.183,46,35
EcalRightInnRegion,670.45,589.183,46,36
EcalRightInnRegion,711.083,589.183,46,37
EcalRightInnRegion,751.717,589.183,46,38
EcalRightInnRegion,792.35,589.183,46,39
EcalRightInnRegion,832.983,589.183,46,40
EcalRightInnRegion,873.617,589.183,46,41
EcalRightInnRegion,914.25,589.183,46,42
EcalRightInnRegion,954.883,589.183,46,43
EcalRightInnRegion,995.517,589.183,46,44
EcalRightInnRegion,1036.15,589.183,46,45
EcalRightInnRegion,1076.78,589.183,46,46
EcalRightInnRegion,1117.42,589.183,46,47
EcalRightInnRegion,1158.05,589.183,46,48
EcalRightInnRegion,1198.68,589.183,46,49
EcalRightInnRegion,1239.32,589.183,46,50
EcalRightInnRegion,1279.95,589.183,46,51
EcalRightInnRegion,1320.58,589.183,46,52
EcalRightInnRegion,1361.22,589.183,46,53
EcalRightInnRegion,1401.85,589.183,46,54
EcalRightInnRegion,1442.48,589.183,46,55
EcalRightInnRegion,1483.12,589.183,46,56
EcalRightInnRegion,1523.75,589.183,46,57
EcalRightInnRegion,1564.38,589.183,46,58
EcalRightInnRegion,1605.02,589.183,46,59
EcalRightInnRegion,1645.65,589.183,46,60
EcalRightInnRegion,1686.28,589.183,46,61
EcalRightInnRegion,1726.92,589.183,46,62
EcalRightInnRegion,1767.55,589.183,46,63
EcalRightInnRegion,-792.35,629.817,47,0
EcalRightInnRegion,-751.717,629.817,47,1
EcalRightInnRegion,-711.083,629.817,47,2
EcalRightInnRegion,-670.45,629.817,47,3
EcalRightInnRegion,-629.817,629.817,47,4
EcalRightInnRegion,-589.183,629.817,47,5
EcalRightInnRegion,-548.55,629.817,47,6
EcalRightInnRegion,-507.917,629.817,47,7
EcalRightInnRegion,-467.283,629.817,47,8
EcalRightInnRegion,-426.65,629.817,47,9
EcalRightInnRegion,-386.017,629.817,47,10
EcalRightInnRegion,-345.383,629.817,47,11
EcalRightInnRegion,-304.75,629.817,47,12
EcalRightInnRegion,-264.117,629.817,47,13
EcalRightInnRegion,-223.483,629.817,47,14
EcalRightInnRegion,-182.85,629.817,47,15
EcalRightInnRegion,-142.217,629.817,47,16
EcalRightInnRegion,-101.583,629.817,47,17
EcalRightInnRegion,-60.95,629.817,47,18
EcalRightInnRegion,-20.3167,629.817,47,19
EcalRightInnRegion,20.3167,629.817,47,20
EcalRightInnRegion,60.95,629.817,47,21
EcalRightInnRegion,101.583,629.817,47,22
EcalRightInnRegion,142.217,629.817,47,23
EcalRightInnRegion,182.85,629.817,47,24
EcalRightInnRegion,223.483,629.817,47,25
EcalRightInnRegion,264.117,629.817,47,26
EcalRightInnRegion,304.75,629.817,47,27
EcalRightInnRegion,345.383,629.817,47,28
EcalRightInnRegion,386.017,629.817,47,29
EcalRightInnRegion,426.65,629.817,47,30
EcalRightInnRegion,467.283,629.817,47,31
EcalRightInnRegion,507.917,629.817,47,32
EcalRightInnRegion,548.55,629.817,47,33
EcalRightInnRegion,589.183,629.817,47,34
EcalRightInnRegion,629.817,629.817,47,35
EcalRightInnRegion,670.45,629.817,47,36
EcalRightInnRegion,711.083,629.817,47,37
EcalRightInnRegion,751.717,629.817,47,38
EcalRightInnRegion,792.35,629.817,47,39
EcalRightInnRegion,832.983,629.817,47,40
EcalRightInnRegion,873.617,629.817,47,41
EcalRightInnRegion,914.25,629.817,47,42
EcalRightInnRegion,954.883,629.817,47,43
EcalRightInnRegion,995.517,629.817,47,44
EcalRightInnRegion,1036.15,629.817,47,45
EcalRightInnRegion,1076.78,629.817,47,46
EcalRightInnRegion,1117.42,629.817,47,47
EcalRightInnRegion,1158.05,629.817,47,48
EcalRightInnRegion,1198.68,629.817,47,49
EcalRightInnRegion,1239.32,629.817,47,50
EcalRightInnRegion,1279.95,629.817,47,51
EcalRightInnRegion,1320.58,629.817,47,52
EcalRightInnRegion,1361.22,629.817,47,53
EcalRightInnRegion,1401.85,629.817,47,54
EcalRightInnRegion,1442.48,629.817,47,55
EcalRightInnRegion,1483.12,629.817,47,56
EcalRightInnRegion,1523.75,629.817,47,57
EcalRightInnRegion,1564.38,629.817,47,58
EcalRightInnRegion,1605.02,629.817,47,59
EcalRightInnRegion,1645.65,629.817,47,60
EcalRightInnRegion,1686.28,629.817,47,61
EcalRightInnRegion,1726.92,629.817,47,62
EcalRightInnRegion,1767.55,629.817,47,63
EcalRightInnRegion,-792.35,670.45,48,0
EcalRightInnRegion,-751.717,670.45,48,1
EcalRightInnRegion,-711.083,670.45,48,2
EcalRightInnRegion,-670.45,670.45,48,3
EcalRightInnRegion,-629.817,670.45,48,4
EcalRightInnRegion,-589.183,670.45,48,5
EcalRightInnRegion,-548.55,670.45,48,6
EcalRightInnRegion,-507.917,670.45,48,7
EcalRightInnRegion,-467.283,670.45,48,8
EcalRightInnRegion,-426.65,670.45,48,9
EcalRightInnRegion,-386.017,670.45,48,10
EcalRightInnRegion,-345.383,670.45,48,11
EcalRightInnRegion,-304.75,670.45,48,12
EcalRightInnRegion,-264.117,670.45,48,13
EcalRightInnRegion,-223.483,670.45,48,14
EcalRightInnRegion,-182.85,670.45,48,15
EcalRightInnRegion,-142.217,670.45,48,16
EcalRightInnRegion,-101.583,670.45,48,17
EcalRightInnRegion,-60.95,670.45,48,18
EcalRightInnRegion,-20.3167,670.45,48,19
EcalRightInnRegion,20.3167,670.45,48,20
EcalRightInnRegion,60.95,670.45,48,21
EcalRightInnRegion,101.583,670.45,48,22
EcalRightInnRegion,142.217,670.45,48,23
EcalRightInnRegion,182.85,670.45,48,24
EcalRightInnRegion,223.483,670.45,48,25
EcalRightInnRegion,264.117,670.45,48,26
EcalRightInnRegion,304.75,670.45,48,27
EcalRightInnRegion,345.383,670.45,48,28
EcalRightInnRegion,386.017,670.45,48,29
EcalRightInnRegion,426.65,670.45,48,30
EcalRightInnRegion,467.283,670.45,48,31
EcalRightInnRegion,507.917,670.45,48,32
EcalRightInnRegion,548.55,670.45,48,33
EcalRightInnRegion,589.183,670.45,48,34
EcalRightInnRegion,629.817,670.45,48,35
EcalRightInnRegion,670.45,670.45,48,36
EcalRightInnRegion,711.083,670.45,48,37
EcalRightInnRegion,751.717,670.45,48,38
EcalRightInnRegion,792.35,670.45,48,39
EcalRightInnRegion,832.983,670.45,48,40
EcalRightInnRegion,873.617,670.45,48,41
EcalRightInnRegion,914.25,670.45,48,42
EcalRightInnRegion,954.883,670.45,48,43
EcalRightInnRegion,995.517,670.45,48,44
EcalRightInnRegion,1036.15,670.45,48,45
EcalRightInnRegion,1076.78,670.45,48,46
EcalRightInnRegion,1117.42,670.45,48,47
EcalRightInnRegion,1158.05,670.45,48,48
EcalRightInnRegion,1198.68,670.45,48,49
EcalRightInnRegion,1239.32,670.45,48,50
EcalRightInnRegion,1279.95,670.45,48,51
EcalRightInnRegion,1320.58,670.45,48,52
EcalRightInnRegion,1361.22,670.45,48,53
EcalRightInnRegion,1401.85,670.45,48,54
EcalRightInnRegion,1442.48,670.45,48,55
EcalRightInnRegion,1483.12,670.45,48,56
EcalRightInnRegion,1523.75,670.45,48,57
EcalRightInnRegion,1564.38,670.45,48,58
EcalRightInnRegion,1605.02,670.45,48,59
EcalRightInnRegion,1645.65,670.45,48,60
EcalRightInnRegion,1686.28,670.45,48,61
EcalRightInnRegion,1726.92,670.45,48,62
EcalRightInnRegion,1767.55,670.45,48,63
EcalRightInnRegion,-792.35,711.083,49,0
EcalRightInnRegion,-751.717,711.083,49,1
EcalRightInnRegion,-711.083,711.083,49,2
EcalRightInnRegion,-670.45,711.083,49,3
EcalRightInnRegion,-629.817,711.083,49,4
EcalRightInnRegion,-589.183,711.083,49,5
EcalRightInnRegion,-548.55,711.083,49,6
EcalRightInnRegion,-507.917,711.083,49,7
EcalRightInnRegion,-467.283,711.083,49,8
EcalRightInnRegion,-426.65,711.083,49,9
EcalRightInnRegion,-386.017,711.083,49,10
EcalRightInnRegion,-345.383,711.083,49,11
EcalRightInnRegion,-304.75,711.083,49,12
EcalRightInnRegion,-264.117,711.083,49,13
EcalRightInnRegion,-223.483,711.083,49,14
EcalRightInnRegion,-182.85,711.083,49,15
EcalRightInnRegion,-142.217,711.083,49,16
EcalRightInnRegion,-101.583,711.083,49,17
EcalRightInnRegion,-60.95,711.083,49,18
EcalRightInnRegion,-20.3167,711.083,49,19
EcalRightInnRegion,20.3167,711.083,49,20
EcalRightInnRegion,60.95,711.083,49,21
EcalRightInnRegion,101.583,711.083,49,22
EcalRightInnRegion,142.217,711.083,49,23
EcalRightInnRegion,182.85,711.083,49,24
EcalRightInnRegion,223.483,711.083,49,25
EcalRightInnRegion,264.117,711.083,49,26
EcalRightInnRegion,304.75,711.083,49,27
EcalRightInnRegion,345.383,711.083,49,28
EcalRightInnRegion,386.017,711.083,49,29
EcalRightInnRegion,426.65,711.083,49,30
EcalRightInnRegion,467.283,711.083,49,31
EcalRightInnRegion,507.917,711.083,49,32
EcalRightInnRegion,548.55,711.083,49,33
EcalRightInnRegion,589.183,711.083,49,34
EcalRightInnRegion,629.817,711.083,49,35
EcalRightInnRegion,670.45,711.083,49,36
EcalRightInnRegion,711.083,711.083,49,37
EcalRightInnRegion,751.717,711.083,49,38
EcalRightInnRegion,792.35,711.083,49,39
EcalRightInnRegion,832.983,711.083,49,40
EcalRightInnRegion,873.617,711.083,49,41
EcalRightInnRegion,914.25,711.083,49,42
EcalRightInnRegion,954.883,711.083,49,43
EcalRightInnRegion,995.517,711.083,49,44
EcalRightInnRegion,1036.15,711.083,49,45
EcalRightInnRegion,1076.78,711.083,49,46
EcalRightInnRegion,1117.42,711.083,49,47
EcalRightInnRegion,1158.05,711.083,49,48
EcalRightInnRegion,1198.68,711.083,49,49
EcalRightInnRegion,1239.32,711.083,49,50
EcalRightInnRegion,1279.95,711.083,49,51
EcalRightInnRegion,1320.58,711.083,49,52
EcalRightInnRegion,1361.22,711.083,49,53
EcalRightInnRegion,1401.85,711.083,49,54
EcalRightInnRegion,1442.48,711.083,49,55
EcalRightInnRegion,1483.12,711.083,49,56
EcalRightInnRegion,1523.75,711.083,49,57
EcalRightInnRegion,1564.38,711.083,49,58
EcalRightInnRegion,1605.02,711.083,49,59
EcalRightInnRegion,1645.65,711.083,49,60
EcalRightInnRegion,1686.28,711.083,49,61
EcalRightInnRegion,1726.92,711.083,49,62
EcalRightInnRegion,1767.55,711.083,49,63
EcalRightInnRegion,-792.35,751.717,50,0
EcalRightInnRegion,-751.717,751.717,50,1
EcalRightInnRegion,-711.083,751.717,50,2
EcalRightInnRegion,-670.45,751.717,50,3
EcalRightInnRegion,-629.817,751.717,50,4
EcalRightInnRegion,-589.183,751.717,50,5
EcalRightInnRegion,-548.55,751.717,50,6
EcalRightInnRegion,-507.917,751.717,50,7
EcalRightInnRegion,-467.283,751.717,50,8
EcalRightInnRegion,-426.65,751.717,50,9
EcalRightInnRegion,-386.017,751.717,50,10
EcalRightInnRegion,-345.383,751.717,50,11
EcalRightInnRegion,-304.75,751.717,50,12
EcalRightInnRegion,-264.117,751.717,50,13
EcalRightInnRegion,-223.483,751.717,50,14
EcalRightInnRegion,-182.85,751.717,50,15
EcalRightInnRegion,-142.217,751.717,50,16
EcalRightInnRegion,-101.583,751.717,50,17
EcalRightInnRegion,-60.95,751.717,50,18
EcalRightInnRegion,-20.3167,751.717,50,19
EcalRightInnRegion,20.3167,751.717,50,20
EcalRightInnRegion,60.95,751.717,50,21
EcalRightInnRegion,101.583,751.717,50,22
EcalRightInnRegion,142.217,751.717,50,23
EcalRightInnRegion,182.85,751.717,50,24
EcalRightInnRegion,223.483,751.717,50,25
EcalRightInnRegion,264.117,751.717,50,26
EcalRightInnRegion,304.75,751.717,50,27
EcalRightInnRegion,345.383,751.717,50,28
EcalRightInnRegion,386.017,751.717,50,29
EcalRightInnRegion,426.65,751.717,50,30
EcalRightInnRegion,467.283,751.717,50,31
EcalRightInnRegion,507.917,751.717,50,32
EcalRightInnRegion,548.55,751.717,50,33
EcalRightInnRegion,589.183,751.717,50,34
EcalRightInnRegion,629.817,751.717,50,35
EcalRightInnRegion,670.45,751.717,50,36
EcalRightInnRegion,711.083,751.717,50,37
EcalRightInnRegion,751.717,751.717,50,38
EcalRightInnRegion,792.35,751.717,50,39
EcalRightInnRegion,832.983,751.717,50,40
EcalRightInnRegion,873.617,751.717,50,41
EcalRightInnRegion,914.25,751.717,50,42
EcalRightInnRegion,954.883,751.717,50,43
EcalRightInnRegion,995.517,751.717,50,44
EcalRightInnRegion,1036.15,751.717,50,45
EcalRightInnRegion,1076.78,751.717,50,46
EcalRightInnRegion,1117.42,751.717,50,47
EcalRightInnRegion,1158.05,751.717,50,48
EcalRightInnRegion,1198.68,751.717,50,49
EcalRightInnRegion,1239.32,751.717,50,50
EcalRightInnRegion,1279.95,751.717,50,51
EcalRightInnRegion,1320.58,751.717,50,52
EcalRightInnRegion,1361.22,751.717,50,53
EcalRightInnRegion,1401.85,751.717,50,54
EcalRightInnRegion,1442.48,751.717,50,55
EcalRightInnRegion,1483.12,751.717,50,56
EcalRightInnRegion,1523.75,751.717,50,57
EcalRightInnRegion,1564.38,751.717,50,58
EcalRightInnRegion,1605.02,751.717,50,59
EcalRightInnRegion,1645.65,751.717,50,60
EcalRightInnRegion,1686.28,751.717,50,61
EcalRightInnRegion,1726.92,751.717,50,62
EcalRightInnRegion,1767.55,751.717,50,63
EcalRightInnRegion,-792.35,792.35,51,0
EcalRightInnRegion,-751.717,792.35,51,1
EcalRightInnRegion,-711.083,792.35,51,2
EcalRightInnRegion,-670.45,792.35,51,3
EcalRightInnRegion,-629.817,792.35,51,4
EcalRightInnRegion,-589.183,792.35,51,5
EcalRightInnRegion,-548.55,792.35,51,6
EcalRightInnRegion,-507.917,792.35,51,7
EcalRightInnRegion,-467.283,792.35,51,8
EcalRightInnRegion,-426.65,792.35,51,9
EcalRightInnRegion,-386.017,792.35,51,10
EcalRightInnRegion,-345.383,792.35,51,11
EcalRightInnRegion,-304.75,792.35,51,12
EcalRightInnRegion,-264.117,792.35,51,13
EcalRightInnRegion,-223.483,792.35,51,14
EcalRightInnRegion,-182.85,792.35,51,15
EcalRightInnRegion,-142.217,792.35,51,16
EcalRightInnRegion,-101.583,792.35,51,17
EcalRightInnRegion,-60.95,792.35,51,18
EcalRightInnRegion,-20.3167,792.35,51,19
EcalRightInnRegion,20.3167,792.35,51,20
EcalRightInnRegion,60.95,792.35,51,21
EcalRightInnRegion,101.583,792.35,51,22
EcalRightInnRegion,142.217,792.35,51,23
EcalRightInnRegion,182.85,792.35,51,24
EcalRightInnRegion,223.483,792.35,51,25
EcalRightInnRegion,264.117,792.35,51,26
EcalRightInnRegion,304.75,792.35,51,27
EcalRightInnRegion,345.383,792.35,51,28
EcalRightInnRegion,386.017,792.35,51,29
EcalRightInnRegion,426.65,792.35,51,30
EcalRightInnRegion,467.283,792.35,51,31
EcalRightInnRegion,507.917,792.35,51,32
EcalRightInnRegion,548.55,792.35,51,33
EcalRightInnRegion,589.183,792.35,51,34
EcalRightInnRegion,629.817,792.35,51,35
EcalRightInnRegion,670.45,792.35,51,36
EcalRightInnRegion,711.083,792.35,51,37
EcalRightInnRegion,751.717,792.35,51,38
EcalRightInnRegion,792.35,792.35,51,39
EcalRightInnRegion,832.983,792.35,51,40
EcalRightInnRegion,873.617,792.35,51,41
EcalRightInnRegion,914.25,792.35,51,42
EcalRightInnRegion,954.883,792.35,51,43
EcalRightInnRegion,995.517,792.35,51,44
EcalRightInnRegion,1036.15,792.35,51,45
EcalRightInnRegion,1076.78,792.35,51,46
EcalRightInnRegion,1117.42,792.35,51,47
EcalRightInnRegion,1158.05,792.35,51,48
EcalRightInnRegion,1198.68,792.35,51,49
EcalRightInnRegion,1239.32,792.35,51,50
EcalRightInnRegion,1279.95,792.35,51,51
EcalRightInnRegion,1320.58,792.35,51,52
EcalRightInnRegion,1361.22,792.35,51,53
EcalRightInnRegion,1401.85,792.35,51,54
EcalRightInnRegion,1442.48,792.35,51,55
EcalRightInnRegion,1483.12,792.35,51,56
EcalRightInnRegion,1523.75,792.35,51,57
EcalRightInnRegion,1564.38,792.35,51,58
EcalRightInnRegion,1605.02,792.35,51,59
EcalRightInnRegion,1645.65,792.35,51,60
EcalRightInnRegion,1686.28,792.35,51,61
EcalRightInnRegion,1726.92,792.35,51,62
EcalRightInnRegion,1767.55,792.35,51,63
EcalRightInnRegion,-792.35,832.983,52,0
EcalRightInnRegion,-751.717,832.983,52,1
EcalRightInnRegion,-711.083,832.983,52,2
EcalRightInnRegion,-670.45,832.983,52,3
EcalRightInnRegion,-629.817,832.983,52,4
EcalRightInnRegion,-589.183,832.983,52,5
EcalRightInnRegion,-548.55,832.983,52,6
EcalRightInnRegion,-507.917,832.983,52,7
EcalRightInnRegion,-467.283,832.983,52,8
EcalRightInnRegion,-426.65,832.983,52,9
EcalRightInnRegion,-386.017,832.983,52,10
EcalRightInnRegion,-345.383,832.983,52,11
EcalRightInnRegion,-304.75,832.983,52,12
EcalRightInnRegion,-264.117,832.983,52,13
EcalRightInnRegion,-223.483,832.983,52,14
EcalRightInnRegion,-182.85,832.983,52,15
EcalRightInnRegion,-142.217,832.983,52,16
EcalRightInnRegion,-101.583,832.983,52,17
EcalRightInnRegion,-60.95,832.983,52,18
EcalRightInnRegion,-20.3167,832.983,52,19
EcalRightInnRegion,20.3167,832.983,52,20
EcalRightInnRegion,60.95,832.983,52,21
EcalRightInnRegion,101.583,832.983,52,22
EcalRightInnRegion,142.217,832.983,52,23
EcalRightInnRegion,182.85,832.983,52,24
EcalRightInnRegion,223.483,832.983,52,25
EcalRightInnRegion,264.117,832.983,52,26
EcalRightInnRegion,304.75,832.983,52,27
EcalRightInnRegion,345.383,832.983,52,28
EcalRightInnRegion,386.017,832.983,52,29
EcalRightInnRegion,426.65,832.983,52,30
EcalRightInnRegion,467.283,832.983,52,31
EcalRightInnRegion,507.917,832.983,52,32
EcalRightInnRegion,548.55,832.983,52,33
EcalRightInnRegion,589.183,832.983,52,34
EcalRightInnRegion,629.817,832.983,52,35
EcalRightInnRegion,670.45,832.983,52,36
EcalRightInnRegion,711.083,832.983,52,37
EcalRightInnRegion,751.717,832.983,52,38
EcalRightInnRegion,792.35,832.983,52,39
EcalRightInnRegion,832.983,832.983,52,40
EcalRightInnRegion,873.617,832.983,52,41
EcalRightInnRegion,914.25,832.983,52,42
EcalRightInnRegion,954.883,832.983,52,43
EcalRightInnRegion,995.517,832.983,52,44
EcalRightInnRegion,1036.15,832.983,52,45
EcalRightInnRegion,1076.78,832.983,52,46
EcalRightInnRegion,1117.42,832.983,52,47
EcalRightInnRegion,1158.05,832.983,52,48
EcalRightInnRegion,1198.68,832.983,52,49
EcalRightInnRegion,1239.32,832.983,52,50
EcalRightInnRegion,1279.95,832.983,52,51
EcalRightInnRegion,1320.58,832.983,52,52
EcalRightInnRegion,1361.22,832.983,52,53
EcalRightInnRegion,1401.85,832.983,52,54
EcalRightInnRegion,1442.48,832.983,52,55
EcalRightInnRegion,1483.12,832.983,52,56
EcalRightInnRegion,1523.75,832.983,52,57
EcalRightInnRegion,1564.38,832.983,52,58
EcalRightInnRegion,1605.02,832.983,52,59
EcalRightInnRegion,1645.65,832.983,52,60
EcalRightInnRegion,1686.28,832.983,52,61
EcalRightInnRegion,1726.92,832.983,52,62
EcalRightInnRegion,1767.55,832.983,52,63
EcalRightInnRegion,-792.35,873.617,53,0
EcalRightInnRegion,-751.717,873.617,53,1
EcalRightInnRegion,-711.083,873.617,53,2
EcalRightInnRegion,-670.45,873.617,53,3
EcalRightInnRegion,-629.817,873.617,53,4
EcalRightInnRegion,-589.183,873.617,53,5
EcalRightInnRegion,-548.55,873.617,53,6
EcalRightInnRegion,-507.917,873.617,53,7
EcalRightInnRegion,-467.283,873.617,53,8
EcalRightInnRegion,-426.65,873.617,53,9
EcalRightInnRegion,-386.017,873.617,53,10
EcalRightInnRegion,-345.383,873.617,53,11
EcalRightInnRegion,-304.75,873.617,53,12
EcalRightInnRegion,-264.117,873.617,53,13
EcalRightInnRegion,-223.483,873.617,53,14
EcalRightInnRegion,-182.85,873.617,53,15
EcalRightInnRegion,-142.217,873.617,53,16
EcalRightInnRegion,-101.583,873.617,53,17
EcalRightInnRegion,-60.95,873.617,53,18
EcalRightInnRegion,-20.3167,873.617,53,19
EcalRightInnRegion,20.3167,873.617,53,20
EcalRightInnRegion,60.95,873.617,53,21
EcalRightInnRegion,101.583,873.617,53,22
EcalRightInnRegion,142.217,873.617,53,23
EcalRightInnRegion,182.85,873.617,53,24
EcalRightInnRegion,223.483,873.617,53,25
EcalRightInnRegion,264.117,873.617,53,26
EcalRightInnRegion,304.75,873.617,53,27
EcalRightInnRegion,345.383,873.617,53,28
EcalRightInnRegion,386.017,873.617,53,29
EcalRightInnRegion,426.65,873.617,53,30
EcalRightInnRegion,467.283,873.617,53,31
EcalRightInnRegion,507.917,873.617,53,32
EcalRightInnRegion,548.55,873.617,53,33
EcalRightInnRegion,589.183,873.617,53,34
EcalRightInnRegion,629.817,873.617,53,35
EcalRightInnRegion,670.45,873.617,53,36
EcalRightInnRegion,711.083,873.617,53,37
EcalRightInnRegion,751.717,873.617,53,38
EcalRightInnRegion,792.35,873.617,53,39
EcalRightInnRegion,832.983,873.617,53,40
EcalRightInnRegion,873.617,873.617,53,41
EcalRightInnRegion,914.25,873.617,53,42
EcalRightInnRegion,954.883,873.617,53,43
EcalRightInnRegion,995.517,873.617,53,44
EcalRightInnRegion,1036.15,873.617,53,45
EcalRightInnRegion,1076.78,873.617,53,46
EcalRightInnRegion,1117.42,873.617,53,47
EcalRightInnRegion,1158.05,873.617,53,48
EcalRightInnRegion,1198.68,873.617,53,49
EcalRightInnRegion,1239.32,873.617,53,50
EcalRightInnRegion,1279.95,873.617,53,51
EcalRightInnRegion,1320.58,873.617,53,52
EcalRightInnRegion,1361.22,873.617,53,53
EcalRightInnRegion,1401.85,873.617,53,54
EcalRightInnRegion,1442.48,873.617,53,55
EcalRightInnRegion,1483.12,873.617,53,56
EcalRightInnRegion,1523.75,873.617,53,57
EcalRightInnRegion,1564.38,873.617,53,58
EcalRightInnRegion,1605.02,873.617,53,59
EcalRightInnRegion,1645.65,873.617,53,60
EcalRightInnRegion,1686.28,873.617,53,61
EcalRightInnRegion,1726.92,873.617,53,62
EcalRightInnRegion,1767.55,873.617,53,63
EcalRightInnRegion,-792.35,914.25,54,0
EcalRightInnRegion,-751.717,914.25,54,1
EcalRightInnRegion,-711.083,914.25,54,2
EcalRightInnRegion,-670.45,914.25,54,3
EcalRightInnRegion,-629.817,914.25,54,4
EcalRightInnRegion,-589.183,914.25,54,5
EcalRightInnRegion,-548.55,914.25,54,6
EcalRightInnRegion,-507.917,914.25,54,7
EcalRightInnRegion,-467.283,914.25,54,8
EcalRightInnRegion,-426.65,914.25,54,9
EcalRightInnRegion,-386.017,914.25,54,10
EcalRightInnRegion,-345.383,914.25,54,11
EcalRightInnRegion,-304.75,914.25,54,12
EcalRightInnRegion,-264.117,914.25,54,13
EcalRightInnRegion,-223.483,914.25,54,14
EcalRightInnRegion,-182.85,914.25,54,15
EcalRightInnRegion,-142.217,914.25,54,16
EcalRightInnRegion,-101.583,914.25,54,17
EcalRightInnRegion,-60.95,914.25,54,18
EcalRightInnRegion,-20.3167,914.25,54,19
EcalRightInnRegion,20.3167,914.25,54,20
EcalRightInnRegion,60.95,914.25,54,21
EcalRightInnRegion,101.583,914.25,54,22
EcalRightInnRegion,142.217,914.25,54,23
EcalRightInnRegion,182.85,914.25,54,24
EcalRightInnRegion,223.483,914.25,54,25
EcalRightInnRegion,264.117,914.25,54,26
EcalRightInnRegion,304.75,914.25,54,27
EcalRightInnRegion,345.383,914.25,54,28
EcalRightInnRegion,386.017,914.25,54,29
EcalRightInnRegion,426.65,914.25,54,30
EcalRightInnRegion,467.283,914.25,54,31
EcalRightInnRegion,507.917,914.25,54,32
EcalRightInnRegion,548.55,914.25,54,33
EcalRightInnRegion,589.183,914.25,54,34
EcalRightInnRegion,629.817,914.25,54,35
EcalRightInnRegion,670.45,914.25,54,36
EcalRightInnRegion,711.083,914.25,54,37
EcalRightInnRegion,751.717,914.25,54,38
EcalRightInnRegion,792.35,914.25,54,39
EcalRightInnRegion,832.983,914.25,54,40
EcalRightInnRegion,873.617,914.25,54,41
EcalRightInnRegion,914.25,914.25,54,42
EcalRightInnRegion,954.883,914.25,54,43
EcalRightInnRegion,995.517,914.25,54,44
EcalRightInnRegion,1036.15,914.25,54,45
EcalRightInnRegion,1076.78,914.25,54,46
EcalRightInnRegion,1117.42,914.25,54,47
EcalRightInnRegion,1158.05,914.25,54,48
EcalRightInnRegion,1198.68,914.25,54,49
EcalRightInnRegion,1239.32,914.25,54,50
EcalRightInnRegion,1279.95,914.25,54,51
EcalRightInnRegion,1320.58,914.25,54,52
EcalRightInnRegion,1361.22,914.25,54,53
EcalRightInnRegion,1401.85,914.25,54,54
EcalRightInnRegion,1442.48,914.25,54,55
EcalRightInnRegion,1483.12,914.25,54,56
EcalRightInnRegion,1523.75,914.25,54,57
EcalRightInnRegion,1564.38,914.25,54,58
EcalRightInnRegion,1605.02,914.25,54,59
EcalRightInnRegion,1645.65,914.25,54,60
EcalRightInnRegion,1686.28,914.25,54,61
EcalRightInnRegion,1726.92,914.25,54,62
EcalRightInnRegion,1767.55,914.25,54,63
EcalRightInnRegion,-792.35,954.883,55,0
EcalRightInnRegion,-751.717,954.883,55,1
EcalRightInnRegion,-711.083,954.883,55,2
EcalRightInnRegion,-670.45,954.883,55,3
EcalRightInnRegion,-629.817,954.883,55,4
EcalRightInnRegion,-589.183,954.883,55,5
EcalRightInnRegion,-548.55,954.883,55,6
EcalRightInnRegion,-507.917,954.883,55,7
EcalRightInnRegion,-467.283,954.883,55,8
EcalRightInnRegion,-426.65,954.883,55,9
EcalRightInnRegion,-386.017,954.883,55,10
EcalRightInnRegion,-345.383,954.883,55,11
EcalRightInnRegion,-304.75,954.883,55,12
EcalRightInnRegion,-264.117,954.883,55,13
EcalRightInnRegion,-223.483,954.883,55,14
EcalRightInnRegion,-182.85,954.883,55,15
EcalRightInnRegion,-142.217,954.883,55,16
EcalRightInnRegion,-101.583,954.883,55,17
EcalRightInnRegion,-60.95,954.883,55,18
EcalRightInnRegion,-20.3167,954.883,55,19
EcalRightInnRegion,20.3167,954.883,55,20
